,lengthOfEmailId,noOfDotsInEmailId,noOfDashesInEmailId,noOfSpecialCharsInEmailId,noOfDigitsInEmailId,noOfSubdomainsInEmailId,noOfUrls,noOfDotsInUrls,noOfDashesInUrls,noOfSpecialCharsInUrls,hasIpAddressInUrls,noOfIpAddressInUrls,noOfHttpsLinks,no_of_attachments,class_label,noOfMaliciousWords
867,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
868,27,0,1,0,0,1,7,19,0,15,0,0,0,0,0,122
869,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
870,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
871,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
872,20,1,0,0,0,0,1,3,0,1,0,0,0,0,0,32
873,35,0,0,0,1,2,67,253,4,388,0,0,0,0,0,172
874,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
875,35,0,0,0,1,2,80,305,3,494,0,0,0,0,0,139
876,20,1,0,0,0,0,2,4,0,2,0,0,0,0,0,55
877,35,0,0,0,1,2,60,229,17,342,0,0,0,0,0,191
878,19,0,0,1,2,0,1,3,0,1,0,0,0,0,0,114
879,35,0,0,0,1,2,14,39,3,19,0,0,0,0,0,161
880,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
881,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
882,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
883,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
884,35,0,0,0,1,2,70,261,4,395,0,0,0,0,0,164
885,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34
886,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
887,25,1,0,0,0,0,1,4,0,18,0,0,0,0,0,7
888,34,0,0,0,0,2,48,107,50,127,0,0,0,0,0,109
889,35,0,0,0,1,2,67,255,4,399,0,0,0,0,0,150
890,20,1,0,0,0,0,2,7,4,4,0,0,0,0,0,36
891,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
892,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
893,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62
894,52,0,1,1,6,1,36,108,28,146,0,0,0,0,0,113
895,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
896,16,2,0,0,0,0,8,23,1,21,0,0,0,0,0,27
897,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
898,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
899,20,1,0,0,0,0,1,3,0,2,0,0,0,0,0,35
900,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
901,25,0,1,0,2,1,1,1,0,1,0,0,0,0,0,88
902,26,0,0,1,0,0,1,3,0,1,0,0,0,0,0,52
903,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
904,20,1,0,0,0,0,19,70,8,57,0,0,0,0,0,54
905,27,0,0,0,0,1,9,18,0,9,0,0,0,0,0,74
906,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52
907,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
908,37,0,0,1,0,0,14,43,2,25,0,0,0,0,0,70
909,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
910,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
911,27,0,0,0,0,0,1,3,0,4,0,0,0,0,0,77
912,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
913,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
914,35,0,0,0,1,2,79,300,3,487,0,0,0,0,0,168
915,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
916,21,0,0,0,0,0,1,3,0,1,0,0,0,0,0,64
917,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
918,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
919,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,28
920,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
921,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89
922,20,1,0,0,0,0,1,1,0,1,0,0,0,0,0,43
923,35,0,0,0,1,2,13,36,3,18,0,0,0,0,0,151
924,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
925,19,0,0,0,0,0,1,2,0,1,0,0,0,0,0,11
926,35,0,0,0,1,2,80,305,3,492,0,0,0,0,0,141
927,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
928,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
929,25,0,0,0,0,0,3,8,0,5,0,0,0,0,0,36
930,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
931,22,1,0,0,0,0,1,3,0,1,0,0,0,0,0,35
932,30,0,0,1,0,0,7,23,2,12,0,0,0,0,0,108
933,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
934,22,0,0,0,0,0,8,24,0,15,0,0,0,0,0,65
935,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
936,20,1,0,0,0,0,1,4,1,21,0,0,0,0,0,9
937,26,0,0,0,0,1,1,5,0,4,0,0,0,0,0,8
938,22,0,0,0,0,0,1,3,0,1,0,0,0,0,0,47
939,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
940,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
941,20,1,0,0,0,0,1,3,0,1,0,0,0,0,0,74
942,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,26
943,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
944,30,0,0,0,0,1,6,18,0,66,0,0,0,0,0,26
945,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,138
946,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
947,35,0,0,0,1,2,14,39,2,19,0,0,0,0,0,150
948,28,0,2,0,0,0,17,51,4,52,0,0,0,0,0,127
949,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
950,35,0,0,0,1,2,92,348,15,573,0,0,0,0,0,160
951,35,0,0,0,1,2,2,6,0,2,0,0,0,0,0,39
952,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
953,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77
954,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
955,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
956,16,0,0,0,0,0,1,4,0,18,0,0,0,0,0,7
957,20,1,0,0,0,0,19,57,9,52,0,0,0,0,0,75
958,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73
959,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93
960,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29
961,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
962,30,0,0,0,0,1,5,15,0,55,0,0,0,0,0,18
963,21,0,0,0,0,0,3,9,0,8,0,0,0,0,0,59
964,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69
965,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80
966,35,0,0,0,1,2,72,274,17,430,0,0,0,0,0,173
967,25,0,0,0,0,0,3,8,0,5,0,0,0,0,0,57
968,35,0,0,0,1,2,14,39,2,19,0,0,0,0,0,150
969,24,0,0,0,0,0,8,19,0,8,0,0,0,0,0,69
970,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91
971,52,0,1,1,6,1,39,117,31,160,0,0,0,0,0,117
972,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
973,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89
974,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
975,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
976,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
977,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135
978,22,1,0,0,0,0,1,4,0,4,0,0,0,0,0,62
979,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
980,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119
981,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114
982,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102
983,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76
984,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
985,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
986,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
987,22,1,0,0,0,0,1,4,0,6,0,0,0,0,0,62
988,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
989,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
990,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
991,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
992,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
993,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
994,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126
995,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
996,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
997,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
998,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
999,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1000,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1001,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1002,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1003,20,1,0,0,0,0,1,4,0,2,0,0,0,0,0,7
1004,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1005,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1006,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1007,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1008,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1009,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1010,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130
1011,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130
1012,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1013,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1014,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1015,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1016,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1017,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1018,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1019,25,0,0,0,0,0,2,4,0,4,0,0,1,0,0,59
1020,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1021,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1022,25,0,0,0,0,0,2,4,0,4,0,0,1,0,0,60
1023,25,0,0,0,0,0,2,4,0,4,0,0,1,0,0,59
1024,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94
1025,36,0,0,0,1,1,1,2,0,1,0,0,0,0,0,16
1026,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1027,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1028,24,0,0,0,2,0,1,2,0,1,0,0,0,0,0,10
1029,36,0,0,0,0,0,5,15,1,12,0,0,0,0,0,72
1030,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,45
1031,21,0,0,0,0,0,2,6,0,6,0,0,0,0,0,66
1032,18,0,0,0,0,0,1,3,0,1,0,0,0,0,0,33
1033,25,0,0,0,0,0,2,4,0,4,0,0,1,0,0,60
1034,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1035,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1036,25,0,0,1,0,0,2,10,0,3,0,0,0,0,0,80
1037,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221
1038,22,0,0,0,0,0,1,4,1,3,0,0,0,0,0,137
1039,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1040,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1041,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93
1042,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72
1043,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117
1044,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138
1045,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1046,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1047,35,0,1,0,2,2,4,10,0,9,0,0,0,0,0,43
1048,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1049,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
1050,19,0,0,0,0,0,1,4,0,9,0,0,0,0,0,5
1051,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1052,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1053,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101
1054,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1055,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1056,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1057,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1058,19,0,0,0,0,0,1,3,1,6,0,0,0,0,0,63
1059,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143
1060,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1061,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1062,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1063,21,1,0,0,0,0,1,3,1,3,0,0,0,0,0,76
1064,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1065,19,0,0,0,0,0,1,3,1,6,0,0,0,0,0,7
1066,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76
1067,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1068,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1069,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1070,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1071,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
1072,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1073,20,1,0,0,0,0,1,3,0,1,0,0,0,0,0,8
1074,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1075,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
1076,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1077,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1078,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1079,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
1080,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1081,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
1082,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1083,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,192
1084,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
1085,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1086,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
1087,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1088,22,1,0,0,0,0,1,3,0,1,0,0,0,0,0,124
1089,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1090,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93
1091,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1092,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1093,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
1094,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1095,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1096,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
1097,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1098,24,1,0,0,0,0,1,3,0,1,0,0,0,0,0,8
1099,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1101,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
1102,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113
1103,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1104,24,1,0,0,0,0,1,3,1,1,0,0,0,0,0,7
1105,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1106,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
1107,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1108,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1109,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1110,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123
1111,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105
1112,19,0,0,0,0,0,1,4,0,9,0,0,0,0,0,7
1113,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
1114,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115
1115,22,0,0,0,0,0,7,24,0,24,0,0,0,0,0,125
1116,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1117,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1118,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
1119,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1120,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
1121,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191
1122,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1123,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110
1124,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1125,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98
1126,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1127,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
1128,19,0,0,0,0,0,1,3,1,7,0,0,0,0,0,5
1129,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1130,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1131,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
1132,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1133,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1134,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1135,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1136,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1137,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
1138,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1139,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
1140,23,1,0,0,0,0,1,4,0,9,0,0,0,0,0,69
1141,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160
1142,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
1143,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1144,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1145,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80
1146,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94
1147,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1148,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
1149,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
1150,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
1151,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86
1152,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1153,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1154,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91
1155,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
1156,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
1157,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,213
1158,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1159,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1160,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93
1161,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1162,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1163,21,1,0,0,0,0,1,3,1,1,0,0,0,0,0,226
1164,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1165,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99
1166,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1167,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118
1168,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
1169,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123
1170,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1171,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1172,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1173,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
1174,23,1,0,0,0,0,1,3,1,3,0,0,0,0,0,109
1175,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1176,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1177,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1178,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1179,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1180,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1181,25,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0
1182,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1183,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1184,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
1185,23,1,0,0,0,0,1,4,0,9,0,0,0,0,0,10
1186,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1187,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1188,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1189,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1190,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89
1191,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122
1192,20,1,0,0,0,0,1,4,1,3,0,0,0,0,0,137
1193,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1194,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
1195,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132
1196,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54
1197,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
1198,40,1,1,0,0,0,1,2,1,1,0,0,0,0,0,33
1199,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1200,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1201,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1202,25,1,0,0,0,0,2,10,0,2,0,0,0,0,0,1
1203,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119
1204,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
1205,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
1206,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
1207,23,1,0,0,0,0,15,30,0,45,0,0,0,0,0,69
1208,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94
1209,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115
1210,24,1,0,0,0,0,1,3,1,1,0,0,0,0,0,4
1211,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1212,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1213,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1214,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
1215,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69
1216,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1217,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
1218,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1219,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1220,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1221,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1222,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
1223,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1224,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1225,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1226,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16
1227,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1228,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1229,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1230,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1231,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16
1232,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1233,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1234,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1235,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1236,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1237,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1238,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1239,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
1240,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1241,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1242,24,1,0,0,0,0,2,5,1,2,0,0,0,0,0,36
1243,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
1244,17,0,0,0,0,0,2,5,1,2,0,0,0,0,0,38
1245,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1246,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
1247,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
1248,45,1,0,0,2,1,7,19,5,9,0,0,0,0,0,34
1249,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1250,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76
1251,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
1252,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
1253,45,1,0,0,2,1,5,14,4,7,0,0,0,0,0,33
1254,22,1,0,0,0,0,1,2,0,1,0,0,0,0,0,73
1255,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1256,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1257,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1258,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
1259,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1260,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1261,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90
1262,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
1263,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66
1264,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146
