,lengthOfEmailId,noOfDotsInEmailId,noOfDashesInEmailId,noOfSpecialCharsInEmailId,noOfDigitsInEmailId,noOfSubdomainsInEmailId,noOfUrls,noOfDotsInUrls,noOfDashesInUrls,noOfSpecialCharsInUrls,hasIpAddressInUrls,noOfIpAddressInUrls,noOfHttpsLinks,no_of_attachments,class_label,noOfMaliciousWords
3511,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3512,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3513,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3514,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3515,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
3516,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3517,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3518,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3519,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3520,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3521,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3522,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79
3523,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3524,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3525,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3526,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3527,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115
3528,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,150
3529,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166
3530,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
3531,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
3532,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3533,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3534,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3535,19,1,0,0,0,0,1,3,0,3,0,0,1,0,0,79
3536,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3537,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3538,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3539,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3540,19,1,0,0,0,0,2,7,0,9,0,0,0,0,0,62
3541,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
3542,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,56
3543,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3544,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3545,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
3546,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3547,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3548,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3549,19,1,0,0,0,0,6,18,1,6,0,0,0,0,0,42
3550,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3551,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3552,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3553,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72
3554,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3555,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3556,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3557,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109
3558,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104
3559,19,1,0,0,0,0,3,9,3,12,0,0,0,0,0,557
3560,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3561,19,1,0,0,0,0,12,36,0,13,0,0,0,0,0,67
3562,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3563,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3564,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63
3565,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3566,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3567,19,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0
3568,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3569,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3570,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3571,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3572,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3573,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3574,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125
3575,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3576,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
3577,19,1,0,0,0,0,1,4,0,8,0,0,0,0,0,37
3578,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3579,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3580,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3581,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3582,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3583,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3584,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98
3585,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3586,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3587,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102
3588,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3589,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
3590,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3591,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
3592,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95
3593,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,46
3594,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3595,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3596,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3597,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3598,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3599,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3600,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3601,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
3602,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3603,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
3604,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3605,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3606,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
3607,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3608,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3609,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3610,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3611,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3612,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3613,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3614,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3615,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
3616,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3617,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3618,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3619,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3620,19,1,0,0,0,0,1,4,0,1,1,1,0,0,0,39
3621,19,1,0,0,0,0,1,4,0,3,1,1,0,0,0,48
3622,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3623,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3624,19,1,0,0,0,0,14,43,0,14,0,0,0,0,0,98
3625,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3626,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3627,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3628,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3629,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3630,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3631,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3632,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3633,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
3634,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
3635,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
3636,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3637,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3638,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3639,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3640,19,1,0,0,0,0,1,3,0,3,0,0,1,0,0,86
3641,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,32
3642,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3643,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
3644,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3645,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
3646,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3647,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3648,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,53
3649,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3650,19,1,0,0,0,0,2,6,0,2,0,0,0,0,0,38
3651,19,1,0,0,0,0,1,2,0,2,0,0,0,0,0,28
3652,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3653,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3654,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3655,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3656,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3657,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3658,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3659,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3660,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3661,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
3662,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3663,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
3664,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
3665,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3666,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128
3667,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3668,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
3669,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3670,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
3671,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3672,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3673,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3674,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3675,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,49
3676,19,1,0,0,0,0,3,7,0,3,0,0,0,0,0,62
3677,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3678,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
3679,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3680,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3681,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104
3682,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3683,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3684,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3685,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3686,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3687,19,1,0,0,0,0,1,3,0,3,0,0,1,0,0,48
3688,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3689,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3690,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3691,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3692,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3693,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3694,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3695,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3696,19,1,0,0,0,0,1,4,0,2,1,1,0,0,0,44
3697,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3698,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
3699,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
3700,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3701,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3702,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
3703,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3704,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3705,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
3706,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134
3707,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83
3708,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3709,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3710,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3711,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3712,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3713,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3714,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3715,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3716,19,1,0,0,0,0,1,3,0,1,0,0,0,0,0,44
3717,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3718,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3719,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3720,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112
3721,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,108
3722,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3723,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,37
3724,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3725,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3726,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3727,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
3728,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3729,19,1,0,0,0,0,1,3,0,3,0,0,1,0,0,86
3730,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3731,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108
3732,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116
3733,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
3734,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3735,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3736,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3737,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
3738,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3739,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3740,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3741,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3742,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128
3743,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,39
3744,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3745,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3746,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3747,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3748,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3749,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3750,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
3751,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3752,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3753,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3754,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3755,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3756,19,1,0,0,0,0,1,3,0,4,0,0,0,0,0,90
3757,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3758,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
3759,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3760,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3761,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
3762,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3763,19,1,0,0,0,0,1,2,1,6,0,0,0,0,0,96
3764,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107
3765,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3766,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3767,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3768,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
3769,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
3770,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3771,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3772,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3773,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3774,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
3775,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3776,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3777,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
3778,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3779,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3780,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3781,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119
3782,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3783,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3784,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3785,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77
3786,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3787,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3788,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3789,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3790,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108
3791,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3792,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
3793,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3794,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3795,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3796,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79
3797,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3798,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3799,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3800,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3801,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214
3802,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3803,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
3804,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3805,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3806,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3807,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3808,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3809,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3810,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3811,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77
3812,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,35
3813,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3814,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3815,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3816,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3817,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3818,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
3819,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3820,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,49
3821,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3822,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3823,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3824,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
3825,19,1,0,0,0,0,1,3,0,4,0,0,1,0,0,58
3826,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
3827,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3828,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3829,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3830,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3831,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
3832,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3833,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3834,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3835,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
3836,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3837,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3838,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3839,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3840,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
3841,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,227
3842,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3843,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3844,19,1,0,0,0,0,1,3,0,3,0,0,1,0,0,85
3845,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
3846,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3847,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3848,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3849,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3850,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3851,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63
3852,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3853,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3854,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3855,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3856,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3857,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
3858,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116
3859,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3860,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3861,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3862,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119
3863,19,1,0,0,0,0,1,4,0,1,1,1,0,0,0,58
3864,19,1,0,0,0,0,1,3,0,4,0,0,1,0,0,51
3865,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3866,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3867,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3868,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109
3869,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3870,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
3871,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3872,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3873,19,1,0,0,0,0,2,6,0,2,0,0,0,0,0,55
3874,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3875,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
3876,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89
3877,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3878,19,1,0,0,0,0,1,2,0,1,0,0,0,0,0,34
3879,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3880,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3881,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3882,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3883,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3884,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3885,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53
3886,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3887,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3888,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3889,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
3890,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3891,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76
3892,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3893,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3894,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3895,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3896,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3897,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3898,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3899,21,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8
3900,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3901,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3902,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3903,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3904,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
